0.78,steel,steel
0.1,ice,ice
0.05,ice,wood
0.1,steel,ice
0.25,wood,wood
1.1,aluminum,aluminum
0.61,aluminum,steel
0.2,wood,aluminum
0.2,wood,steel
0.1,aluminum,ice
